ID,Posted at,Screen name,Text
517759454025363456,2014-10-02 19:34:08 +0000,Ghostlyrics,Changing ones hostname for the first time in years sure feels strange.
517724880679501825,2014-10-02 17:16:45 +0000,Ghostlyrics,"RT @leyrer: ""Mit ... Ihrem persönlichen Passwort (falls Sie es nicht geändert haben, Ihre Postleitzahl) können Sie..."" e-tec, wir müssen reden! #fb"
517687089878806528,2014-10-02 14:46:35 +0000,Ghostlyrics,"RT @shroombab: Gericht sagt: A1, Drei, UPC und Tele2 müssen movie4k.to und kinox.to sperren. #netzsperren"
517649797483085825,2014-10-02 12:18:23 +0000,Ghostlyrics,@Smeikx das macht mich auch immer fertig. :/
517636351974731776,2014-10-02 11:24:58 +0000,Ghostlyrics,@esteele Thanks. Which one do you prefer: the one for deleting users or the one for adding a new group?
517635927527944192,2014-10-02 11:23:16 +0000,Ghostlyrics,"@esteele Would it be okay for you to take a look at another plone stack trace, please?"
517580183893999617,2014-10-02 07:41:46 +0000,Ghostlyrics,"Alright, let's try it again. For science (or something remotely similar)."
517579836320403456,2014-10-02 07:40:23 +0000,Ghostlyrics,"RT @absolutspacegrl: Boys get chemistry, engineering, and astronomy. The girls get ""science with a sparkle"". It's shit like this, people. http://t.co/OVSvOXj9r2"
517573507430232064,2014-10-02 07:15:14 +0000,Ghostlyrics,RT @normative: Paranoid hypothesis: FBI freakout is kabuki designed to make criminals falsely believe their 4-digit-PIN locked phone is now impregnable.
517387043828408321,2014-10-01 18:54:18 +0000,Ghostlyrics,@failbettergames when did you turn off The Night Circus? Haven't checked for a long time.
517299904633638912,2014-10-01 13:08:02 +0000,Ghostlyrics,RT @kapeli: Dash 2.2.0 has been released. Ready for Yosemite: http://t.co/rdKBjPCqtD
517299853161140226,2014-10-01 13:07:50 +0000,Ghostlyrics,@dkreide next app with dark icon: Dash
517280744713240577,2014-10-01 11:51:54 +0000,Ghostlyrics,RT @grauhut: Nur Marketingmenschen glauben das eine 15 Zeilen lange Mailsignatur mit einem 8 Zeilen hohen Bild die Außenwirkung der Firma verbessert.
517232412867452928,2014-10-01 08:39:51 +0000,Ghostlyrics,Current status: Homebrew - building gcc-cross.
517214107167383552,2014-10-01 07:27:07 +0000,Ghostlyrics,My point is that security updates are not something you want users to manually have to apply. ever.
517206529649680384,2014-10-01 06:57:00 +0000,Ghostlyrics,@gentlemenlike … then for something important like a security update it isn't used.
517206426050392064,2014-10-01 06:56:35 +0000,Ghostlyrics,@gentlemenlike I hear your sarcasm. The problem I see here is that users are conditioned to rely on the automatic mechanism and …
516953197299367936,2014-09-30 14:10:21 +0000,Ghostlyrics,"Apple, you HAVE TO BE FUCKING KIDDING US. The bash update is NOT automatically rolled out to everyone? It is security-related and opt-in?"
516951839506702337,2014-09-30 14:04:57 +0000,Ghostlyrics,@grauhut wieviele Versuche waren das jetzt? xD
516929991935008769,2014-09-30 12:38:08 +0000,Ghostlyrics,"RT @LAYER8: "" Das Marketing ist der Ego-Shooter, der die Worthülsen verballert und die IT-ler müssen den Scherbenhaufen dann neu… http://t.co/JteIWqbBxn"
516924047947341824,2014-09-30 12:14:31 +0000,Ghostlyrics,@grauhut haben die da auch FREE WIFI? :D
516923246881824768,2014-09-30 12:11:20 +0000,Ghostlyrics,"RT @MaoriHH: Nächster Halt: Bremen. Wahllos vier Passanten stapeln und sie anbrüllen: »JETZT MACHT SCHON MUSIK, IHR SÄCKE!«"
516922244728369152,2014-09-30 12:07:21 +0000,Ghostlyrics,"RT @gogreen18: BREAKING!!  CA just became the first state to legally require a verbal ""YES"" for sexual consent!  SQUEALING. http://t.co/kqQRiX9RVo"
516922236469772288,2014-09-30 12:07:19 +0000,Ghostlyrics,"RT @justintroutman: If encryption is a ""feature"" in your app, then you're doing it wrong."
516921279900045312,2014-09-30 12:03:31 +0000,Ghostlyrics,@MacLemon oh dear. People still use those things for production. *shivers*
516920418952048640,2014-09-30 12:00:06 +0000,Ghostlyrics,RT @Viss: Phrasing: it's important! https://t.co/2tbx1PwNGY
516919717358223361,2014-09-30 11:57:19 +0000,Ghostlyrics,@MacLemon but… why? Lazyness? Legacy hardware?
516746064893075458,2014-09-30 00:27:17 +0000,Ghostlyrics,".@MacLemon So, I am aware its Beta… but really? No bash update for Yosemite via site, App Store nor Dev portal. :'("
